No.;step;generated_smiles;canonical_smiles;predicted_pIC50;SAScore;in_AD;Muegge rules;
406;82;O=C(NO)c1cccc(CNS(=O)(=O)c2cccc(Br)c2)c1;O=C(NO)c1cccc(CNS(=O)(=O)c2cccc(Br)c2)c1;6.5665;1.991;true;yes;
407;181;Cc1ccc(C(=O)NO)cc1NCc1ccc(Cl)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1ccc(Cl)c(Br)c1Br;6.5664;2.407;true;yes;
408;161;CC(F)(F)c1ccc(C(=O)NO)cc1NCc1ccccc1;CC(F)(F)c1ccc(C(=O)NO)cc1NCc1ccccc1;6.5657;2.18;true;yes;
409;175;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)ccc1F;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)ccc1F;6.5654;2.043;true;yes;
410;190;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)c(Br)c(F)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)c(Br)c(F)c2F)c1;6.5651;2.509;true;yes;
411;189;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)c(F)c(Br)c2Br)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)c(F)c(Br)c2Br)c1;6.5651;2.597;true;yes;
412;189;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)c(F)c(F)c2Br)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)c(F)c(F)c2Br)c1;6.5651;2.551;true;yes;
413;192;O=C(NO)c1ccc(F)c(NC(=O)c2c(Br)c(F)c(F)c(F)c2Br)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(Br)c(F)c(F)c(F)c2Br)c1;6.5651;2.663;true;yes;
414;191;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)cc(F)c(F)c2Br)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)cc(F)c(F)c2Br)c1;6.5651;2.471;true;yes;
415;192;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)cc(Br)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)cc(Br)c2F)c1;6.5651;2.424;true;yes;
416;136;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)cc(Br)c(F)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)cc(Br)c(F)c2F)c1;6.5651;2.409;true;yes;
417;135;O=C(NO)c1ccc(F)c(NC(=O)c2c(Br)cc(F)c(F)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(Br)cc(F)c(F)c2F)c1;6.5651;2.394;true;yes;
418;189;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)c(F)c(Br)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)c(F)c(Br)c2F)c1;6.5651;2.512;true;yes;
419;192;O=C(NO)c1ccc(Br)c(NC(=O)c2c(F)cc(F)c(F)c2F)c1;O=C(NO)c1ccc(Br)c(NC(=O)c2c(F)cc(F)c(F)c2F)c1;6.5651;2.376;true;yes;
420;132;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)cc(F)c(F)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)cc(F)c(F)c2F)c1;6.5648;2.288;true;yes;
421;138;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c1;6.5648;2.361;true;yes;
422;132;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)ccc(F)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)ccc(F)c2F)c1;6.5648;2.154;true;yes;
423;107;O=C(NO)c1cc(F)c(F)c(NC(=O)c2ccc(F)c(F)c2)c1;O=C(NO)c1cc(F)c(F)c(NC(=O)c2ccc(F)c(F)c2)c1;6.5648;2.136;true;yes;
424;140;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)cc(F)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2c(F)c(F)cc(F)c2F)c1;6.5648;2.3;true;yes;
425;130;O=C(NO)c1ccc(F)c(NC(=O)c2cc(F)c(F)c(F)c2)c1;O=C(NO)c1ccc(F)c(NC(=O)c2cc(F)c(F)c(F)c2)c1;6.5648;2.083;true;yes;
426;139;O=C(NO)c1ccc(F)c(NCc2cccc(Br)c2)c1;O=C(NO)c1ccc(F)c(NCc2cccc(Br)c2)c1;6.5643;1.955;true;yes;
427;86;Cc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2Cl)cc1;Cc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2Cl)cc1;6.5642;1.686;true;yes;
428;182;Cc1ccc(C(=O)NO)cc1NCc1c(Cl)ccc(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(Cl)ccc(Br)c1Br;6.5632;2.391;true;yes;
429;179;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)ccc1Cl;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)ccc1Cl;6.5632;2.035;true;yes;
430;129;O=C(NO)c1cccc(NC(=O)c2ccc(F)c(Br)c2)c1;O=C(NO)c1cccc(NC(=O)c2ccc(F)c(Br)c2)c1;6.5629;1.857;true;yes;
431;197;Cc1ccc(Br)c(C(=O)Nc2cc(C(=O)NO)ccc2Cl)c1;Cc1ccc(Br)c(C(=O)Nc2cc(C(=O)NO)ccc2Cl)c1;6.5628;1.945;true;yes;
432;181;Cc1ccc(C(=O)NO)cc1NCc1ccc(C)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1ccc(C)c(F)c1F;6.5614;2.193;true;yes;
433;109;O=C(NO)c1ccc(F)c(NC(=O)c2ccccc2Br)c1;O=C(NO)c1ccc(F)c(NC(=O)c2ccccc2Br)c1;6.5612;1.858;true;yes;
434;153;O=C(NO)c1cc(NCc2ccccc2)c(F)cc1F;O=C(NO)c1cc(NCc2ccccc2)c(F)cc1F;6.5609;1.997;true;yes;
435;175;Cc1ccc(C(=O)NO)cc1NCc1cc(F)cc(F)c1;Cc1ccc(C(=O)NO)cc1NCc1cc(F)cc(F)c1;6.5606;2.034;true;yes;
436;169;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccc(Cl)cc2)c1;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccc(Cl)cc2)c1;6.5605;2.106;true;yes;
437;110;O=C(NO)c1ccc(NC(=O)c2ccc(Cl)cc2)c(F)c1;O=C(NO)c1ccc(NC(=O)c2ccc(Cl)cc2)c(F)c1;6.5605;1.733;true;yes;
438;136;O=C(NO)c1ccc(F)c(NC(=O)c2cc(Br)c(F)c(F)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2cc(Br)c(F)c(F)c2F)c1;6.5604;2.374;true;yes;
439;130;O=C(NO)c1ccc(F)c(NC(=O)c2ccc(F)c(F)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2ccc(F)c(F)c2F)c1;6.5602;2.112;true;yes;
440;131;O=C(NO)c1ccc(F)c(NC(=O)c2cc(F)c(F)c(F)c2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2cc(F)c(F)c(F)c2F)c1;6.5602;2.252;true;yes;
441;89;COc1ccc(Cl)c(CNc2cc(C(=O)NO)ccc2Cl)c1;COc1ccc(Cl)c(CNc2cc(C(=O)NO)ccc2Cl)c1;6.5598;1.999;true;yes;
442;103;O=C(Nc1cc(C(=O)NO)c(Cl)c(F)c1Cl)c1ccc(Br)cc1;O=C(Nc1cc(C(=O)NO)c(Cl)c(F)c1Cl)c1ccc(Br)cc1;6.5598;2.395;true;yes;
443;194;O=C(NO)c1ccc(Br)c(NC(=O)c2c(Br)cc(Br)c(F)c2Br)c1;O=C(NO)c1ccc(Br)c(NC(=O)c2c(Br)cc(Br)c(F)c2Br)c1;6.559;2.703;true;no; 1 violations
444;179;Cc1cc(CNc2cc(C(=O)NO)ccc2C)c(Br)cc1Cl;Cc1cc(CNc2cc(C(=O)NO)ccc2C)c(Br)cc1Cl;6.5586;2.21;true;yes;
445;174;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)cccc1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)cccc1Cl;6.5584;1.914;true;yes;
446;65;CC=Cc1ccc(C(=O)Nc2cccc(C(=O)NO)c2)cc1;CC=Cc1ccc(C(=O)Nc2cccc(C(=O)NO)c2)cc1;6.558;1.912;true;yes;
447;105;O=C(Nc1ccc(Cl)c(C(=O)NO)c1)c1ccc(Br)c(Br)c1;O=C(Nc1ccc(Cl)c(C(=O)NO)c1)c1ccc(Br)c(Br)c1;6.5579;2.062;true;yes;
448;201;O=C(NO)c1ccc(NC(=O)c2cc(Cl)cc(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2cc(Cl)cc(Cl)c2Cl)cc1;6.5579;1.957;true;yes;
449;178;Cc1ccc(C(=O)NO)cc1NCc1cc(F)ccc1Br;Cc1ccc(C(=O)NO)cc1NCc1cc(F)ccc1Br;6.5575;2.064;true;yes;
450;181;Cc1ccc(C(=O)NO)cc1NCc1cc(F)cc(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1cc(F)cc(Br)c1F;6.5575;2.326;true;yes;
451;128;O=C(NO)c1cccc(NC(=O)c2ccc(Br)c(F)c2)c1;O=C(NO)c1cccc(NC(=O)c2ccc(Br)c(F)c2)c1;6.5574;1.873;true;yes;
452;181;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(Br)cc1Br;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(Br)cc1Br;6.5573;2.293;true;yes;
453;180;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)cc1Br;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)cc1Br;6.5573;2.208;true;yes;
454;84;O=C(NO)c1ccc(Cl)c(NCc2cccc(Br)c2)c1;O=C(NO)c1ccc(Cl)c(NCc2cccc(Br)c2)c1;6.5572;1.941;true;yes;
455;162;O=C(NO)c1ccc(C(F)(F)F)c(NCc2cccc(Br)c2)c1;O=C(NO)c1ccc(C(F)(F)F)c(NCc2cccc(Br)c2)c1;6.5568;2.178;true;yes;
456;180;Cc1ccc(C(=O)NO)cc1NCc1ccc(C)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NCc1ccc(C)c(F)c1Br;6.5568;2.392;true;yes;
457;178;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(Br)c(F)c1;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(Br)c(F)c1;6.5559;2.314;true;yes;
458;182;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(Br)c(Br)c1;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(Br)c(Br)c1;6.5559;2.371;true;yes;
459;175;Cc1ccc(C(=O)NO)cc1NCc1cc(F)cc(Br)c1;Cc1ccc(C(=O)NO)cc1NCc1cc(F)cc(Br)c1;6.5558;2.112;true;yes;
460;158;Cc1ccc(C(=O)NO)cc1NCc1ccccc1Br;Cc1ccc(C(=O)NO)cc1NCc1ccccc1Br;6.5551;1.945;true;yes;
461;163;CCc1ccc(C(=O)NO)cc1NCCc1cccc(Br)c1;CCc1ccc(C(=O)NO)cc1NCCc1cccc(Br)c1;6.5539;2.083;true;yes;
462;175;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)c(F)c1F;6.5537;2.17;true;yes;
463;178;Cc1ccc(C(=O)NO)cc1NCc1c(F)ccc(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)ccc(F)c1F;6.5537;2.199;true;yes;
464;158;Cc1c(F)cc(C(=O)NO)cc1NCc1ccccc1;Cc1c(F)cc(C(=O)NO)cc1NCc1ccccc1;6.5537;1.96;true;yes;
465;81;O=C(NO)c1cccc(S(=O)(=O)NCCc2cccc(Br)c2)c1;O=C(NO)c1cccc(S(=O)(=O)NCCc2cccc(Br)c2)c1;6.5522;2.015;true;yes;
466;174;Cc1ccc(Cl)c(CNc2cc(C(=O)NO)ccc2C)c1;Cc1ccc(Cl)c(CNc2cc(C(=O)NO)ccc2C)c1;6.5518;1.964;true;yes;
467;185;Cc1ccc(C(=O)NO)cc1NCc1c(Cl)c(F)c(Br)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(Cl)c(F)c(Br)c(F)c1Br;6.5505;2.849;true;no; 1 violations
468;190;O=C(NO)c1ccc(F)c(NC(=O)c2ccc(F)c(Br)c2Br)c1;O=C(NO)c1ccc(F)c(NC(=O)c2ccc(F)c(Br)c2Br)c1;6.5503;2.363;true;yes;
469;105;O=C(NO)c1cc(Br)cc(NC(=O)c2ccc(Cl)c(Br)c2)c1;O=C(NO)c1cc(Br)cc(NC(=O)c2ccc(Cl)c(Br)c2)c1;6.5503;2.15;true;yes;
470;122;COc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2Cl)cc1F;COc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2Cl)cc1F;6.5501;1.859;true;yes;
471;159;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)ccc1N;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)ccc1N;6.55;2.141;true;yes;
472;190;O=C(NO)c1ccc(F)c(NC(=O)c2cc(F)c(F)c(F)c2Br)c1;O=C(NO)c1ccc(F)c(NC(=O)c2cc(F)c(F)c(F)c2Br)c1;6.5494;2.394;true;yes;
473;186;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(Br)c(Br)c1F;6.549;2.647;true;yes;
474;182;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(Br)c(Br)c1Br;6.549;2.624;true;no; 1 violations
475;181;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)c(F)c1Br;6.549;2.36;true;yes;
476;181;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(F)c1Br;6.549;2.492;true;yes;
477;181;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(Br)c1F;6.549;2.522;true;yes;
478;182;Cc1ccc(C(=O)NO)cc1NCc1c(Br)cc(F)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(Br)cc(F)c(F)c1F;6.549;2.459;true;yes;
479;184;Cc1ccc(C(=O)NO)cc1NCc1c(F)cc(Br)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)cc(Br)c(F)c1F;6.549;2.471;true;yes;
480;183;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)cc(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)cc(Br)c1Br;6.549;2.556;true;yes;
481;182;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(Br)c1Br;6.549;2.56;true;yes;
482;109;Cc1cc(C(=O)Nc2cc(C(=O)NO)ccc2Cl)ccc1Br;Cc1cc(C(=O)Nc2cc(C(=O)NO)ccc2Cl)ccc1Br;6.549;1.91;true;yes;
483;170;Cc1c(F)cc(F)c(CNc2cc(C(=O)NO)ccc2F)c1F;Cc1c(F)cc(F)c(CNc2cc(C(=O)NO)ccc2F)c1F;6.5487;2.478;true;yes;
484;175;Cc1ccc(C(=O)NO)cc1NCc1ccc(Cl)c(F)c1;Cc1ccc(C(=O)NO)cc1NCc1ccc(Cl)c(F)c1;6.5477;1.984;true;yes;
485;184;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(Cl)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(Cl)c(F)c1F;6.5476;2.577;true;yes;
486;183;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(F)c(F)c1Cl;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(F)c(F)c1Cl;6.5476;2.59;true;yes;
487;176;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cccc1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cccc1Cl;6.5469;1.93;true;yes;
488;165;NC(=O)c1cc(CNc2cc(C(=O)NO)ccc2F)ccc1F;NC(=O)c1cc(CNc2cc(C(=O)NO)ccc2F)ccc1F;6.5465;2.116;true;yes;
489;98;Cc1ccc(CNc2cc(C(=O)NO)cc(Br)c2Br)cc1Br;Cc1ccc(CNc2cc(C(=O)NO)cc(Br)c2Br)cc1Br;6.5463;2.495;true;no; 1 violations
490;180;Cc1ccc(C(=O)NO)cc1NCc1c(F)cccc1Cl;Cc1ccc(C(=O)NO)cc1NCc1c(F)cccc1Cl;6.546;2.032;true;yes;
491;180;Cc1ccc(C(=O)NO)cc1NCc1ccc(Cl)c(C)c1F;Cc1ccc(C(=O)NO)cc1NCc1ccc(Cl)c(C)c1F;6.5459;2.23;true;yes;
492;97;Cc1cc(C(=O)NO)cc(NC(=O)c2ccc(Cl)c(Br)c2)c1Br;Cc1cc(C(=O)NO)cc(NC(=O)c2ccc(Cl)c(Br)c2)c1Br;6.5459;2.383;true;yes;
493;163;O=C(NO)c1ccc(C(F)(F)F)c(NC(=O)c2ccccc2Br)c1;O=C(NO)c1ccc(C(F)(F)F)c(NC(=O)c2ccccc2Br)c1;6.5442;2.094;true;yes;
494;84;O=C(NO)c1cccc(NC(=O)c2ccc(Cl)c(F)c2)c1;O=C(NO)c1cccc(NC(=O)c2ccc(Cl)c(F)c2)c1;6.5441;1.804;true;yes;
495;105;Cc1ccc(C(=O)Nc2cc(C(=O)NO)c(Cl)cc2Cl)cc1Br;Cc1ccc(C(=O)Nc2cc(C(=O)NO)c(Cl)cc2Cl)cc1Br;6.5438;2.129;true;yes;
496;71;O=C(NO)c1cccc(NC(=O)c2ccc(Cl)c(Br)c2)c1;O=C(NO)c1cccc(NC(=O)c2ccc(Cl)c(Br)c2)c1;6.5437;1.901;true;yes;
497;161;CCc1ccc(C(=O)NO)cc1NCCc1ccccc1;CCc1ccc(C(=O)NO)cc1NCCc1ccccc1;6.5423;1.885;true;yes;
498;181;Cc1ccc(C(=O)NO)cc1NC=O;Cc1ccc(C(=O)NO)cc1NC=O;6.541;2.159;true;no; 1 violations
499;162;O=C(NO)c1ccc(CC(F)(F)F)c(NCc2ccccc2)c1;O=C(NO)c1ccc(CC(F)(F)F)c(NCc2ccccc2)c1;6.5409;2.207;true;yes;
500;101;Cc1cc(CNc2cc(C(=O)NO)cc(Br)c2Br)ccc1Br;Cc1cc(CNc2cc(C(=O)NO)cc(Br)c2Br)ccc1Br;6.5406;2.499;true;no; 1 violations
